ID	TCGA-HV-A5A3-11A-11R-A26U-07	TCGA-YB-A89D-11A-11R-A36G-07	TCGA-H6-8124-11A-01R-2404-07	TCGA-H6-A45N-11A-12R-A26U-07	TCGA-F2-6880-01A-11R-2156-07	TCGA-2L-AAQJ-01A-12R-A39D-07	TCGA-H6-A45N-01A-11R-A26U-07	TCGA-F2-A44H-01A-11R-A26U-07	TCGA-IB-7644-01A-11R-2156-07	TCGA-3A-A9IB-01A-21R-A39D-07	TCGA-IB-AAUW-01A-12R-A38C-07	TCGA-HZ-7919-01A-11R-2156-07	TCGA-FB-AAPS-01A-12R-A39D-07	TCGA-LB-A7SX-01A-11R-A33R-07	TCGA-IB-AAUS-01A-12R-A38C-07	TCGA-HV-A7OP-01A-11R-A33R-07	TCGA-FB-AAQ1-01A-12R-A41B-07	TCGA-IB-7888-01A-11R-2156-07	TCGA-F2-7273-01A-11R-2156-07	TCGA-2L-AAQI-01A-12R-A39D-07	TCGA-XD-AAUG-01A-61R-A41B-07	TCGA-3A-A9IS-01A-21R-A39D-07	TCGA-Z5-AAPL-01A-12R-A41B-07	TCGA-HZ-A4BK-01A-11R-A26U-07	TCGA-IB-7889-01A-11R-2156-07	TCGA-IB-AAUR-01A-21R-A38C-07	TCGA-IB-A7M4-01A-11R-A36G-07	TCGA-IB-AAUV-01A-11R-A38C-07	TCGA-FB-AAQ3-01A-11R-A41B-07	TCGA-RL-AAAS-01A-32R-A39D-07	TCGA-IB-7890-01A-12R-2204-07	TCGA-XD-AAUI-01A-42R-A41B-07	TCGA-2J-AABK-01A-31R-A41B-07	TCGA-IB-A5SS-01A-11R-A32O-07	TCGA-FB-AAPZ-01A-11R-A41B-07	TCGA-2J-AABI-01A-12R-A41B-07	TCGA-HZ-8519-01A-11R-2404-07	TCGA-3A-A9IR-01A-11R-A38C-07	TCGA-HV-AA8V-01A-11R-A41B-07	TCGA-Q3-A5QY-01A-12R-A32O-07	TCGA-HZ-A9TJ-06A-11R-A41B-07	TCGA-3A-A9IL-01A-11R-A38C-07	TCGA-HZ-A49G-01A-11R-A26U-07	TCGA-S4-A8RP-01A-11R-A36G-07	TCGA-HZ-A49H-01A-11R-A26U-07	TCGA-S4-A8RM-01A-11R-A37L-07	TCGA-IB-AAUP-01A-11R-A37L-07	TCGA-IB-AAUM-01A-11R-A37L-07	TCGA-HZ-7923-01A-12R-2156-07	TCGA-XN-A8T3-01A-11R-A36G-07	TCGA-FB-A4P5-01A-11R-A26U-07	TCGA-2L-AAQA-01A-21R-A38C-07	TCGA-HV-AA8X-01A-11R-A39D-07	TCGA-HZ-A77Q-01A-11R-A36G-07	TCGA-PZ-A5RE-01A-11R-A32O-07	TCGA-HV-A7OL-01A-11R-A33R-07	TCGA-IB-7897-01A-21R-2204-07	TCGA-3A-A9IV-01A-11R-A41B-07	TCGA-3A-A9I7-01A-21R-A38C-07	TCGA-FB-AAPP-01A-12R-A41B-07	TCGA-F2-A7TX-01A-33R-A38C-07	TCGA-XD-AAUL-01A-21R-A39D-07	TCGA-LB-A9Q5-01A-11R-A39D-07	TCGA-HZ-A8P0-01A-11R-A36G-07	TCGA-S4-A8RO-01A-12R-A37L-07	TCGA-3A-A9IC-01A-11R-A38C-07	TCGA-HV-A5A6-01A-11R-A26U-07	TCGA-HZ-8001-01A-11R-2204-07	TCGA-3E-AAAZ-01A-11R-A38C-07	TCGA-IB-7885-01A-11R-2156-07	TCGA-IB-7651-01A-11R-2156-07	TCGA-US-A779-01A-11R-A32O-07	TCGA-HZ-7925-01A-11R-2156-07	TCGA-IB-7886-01A-11R-2156-07	TCGA-IB-8127-01A-11R-2404-07	TCGA-HZ-8637-01A-11R-2404-07	TCGA-HZ-A77P-01A-11R-A33R-07	TCGA-IB-7646-01A-11R-2156-07	TCGA-HV-A5A3-01A-11R-A26U-07	TCGA-IB-A6UG-01A-32R-A33R-07	TCGA-3A-A9J0-01A-11R-A41B-07	TCGA-IB-AAUQ-01A-22R-A41I-07	TCGA-Q3-AA2A-01A-11R-A37L-07	TCGA-FB-AAQ2-01A-31R-A41B-07	TCGA-2L-AAQM-01A-11R-A39D-07	TCGA-IB-7649-01A-11R-2156-07	TCGA-IB-7893-01A-11R-2204-07	TCGA-2L-AAQE-01A-11R-A39D-07	TCGA-HZ-8003-01A-21R-2204-07	TCGA-YH-A8SY-01A-11R-A37L-07	TCGA-M8-A5N4-01A-11R-A26U-07	TCGA-2J-AABT-01A-11R-A41B-07	TCGA-IB-AAUU-01A-11R-A37L-07	TCGA-FB-A545-01A-11R-A26U-07	TCGA-HZ-7920-01A-11R-2204-07	TCGA-FB-AAPU-01A-31R-A41B-07	TCGA-HZ-7922-01A-11R-2156-07	TCGA-IB-A6UF-01A-23R-A33R-07	TCGA-OE-A75W-01A-12R-A32O-07	TCGA-3A-A9IZ-01A-12R-A41B-07	TCGA-2J-AABU-01A-11R-A41B-07	TCGA-HZ-7924-01A-11R-2156-07	TCGA-HZ-7289-01A-11R-2156-07	TCGA-HZ-7926-01A-11R-2156-07	TCGA-RB-AA9M-01A-11R-A39D-07	TCGA-3A-A9IO-01A-11R-A38C-07	TCGA-2J-AABH-01A-21R-A41B-07	TCGA-IB-7645-01A-22R-2204-07	TCGA-2J-AABA-01A-21R-A41B-07	TCGA-HZ-A4BH-01A-11R-A26U-07	TCGA-HZ-8317-01A-11R-2404-07	TCGA-3A-A9I9-01A-11R-A38C-07	TCGA-FB-AAPY-01A-11R-A41B-07	TCGA-H6-8124-01A-11R-2404-07	TCGA-3E-AAAY-01A-11R-A38C-07	TCGA-HZ-A9TJ-01A-11R-A41I-07	TCGA-LB-A8F3-01A-11R-A36G-07	TCGA-US-A77E-01A-11R-A32O-07	TCGA-YY-A8LH-01A-11R-A36G-07	TCGA-IB-7654-01A-11R-2156-07	TCGA-FB-A78T-01A-12R-A32O-07	TCGA-2J-AAB8-01A-12R-A41B-07	TCGA-FB-A4P6-01A-12R-A26U-07	TCGA-2L-AAQL-01A-11R-A38C-07	TCGA-FB-AAQ0-01A-31R-A41B-07	TCGA-2J-AABO-01A-21R-A41B-07	TCGA-FB-A5VM-01A-11R-A32O-07	TCGA-HZ-8315-01A-11R-2404-07	TCGA-FB-AAPQ-01A-11R-A41B-07	TCGA-IB-A5ST-01A-11R-A32O-07	TCGA-3A-A9IU-01A-11R-A39D-07	TCGA-3A-A9IJ-01A-11R-A39D-07	TCGA-IB-AAUN-01A-12R-A38C-07	TCGA-HZ-7918-01A-11R-2156-07	TCGA-IB-7887-01A-11R-2156-07	TCGA-3A-A9IN-01A-11R-A39D-07	TCGA-F2-7276-01A-11R-2156-07	TCGA-HV-A5A5-01A-11R-A26U-07	TCGA-F2-A8YN-01A-11R-A37L-07	TCGA-HZ-A49I-01A-12R-A26U-07	TCGA-HV-A5A4-01A-11R-A26U-07	TCGA-HZ-8636-01A-21R-2404-07	TCGA-3A-A9I5-01A-11R-A38C-07	TCGA-HZ-8005-01A-11R-2204-07	TCGA-2J-AAB9-01A-11R-A41B-07	TCGA-XN-A8T5-01A-12R-A36G-07	TCGA-L1-A7W4-01A-12R-A36G-07	TCGA-3A-A9IX-01A-11R-A41B-07	TCGA-XD-AAUH-01A-42R-A41B-07	TCGA-HZ-A77O-01A-11R-A33R-07	TCGA-IB-A5SO-01A-11R-A32O-07	TCGA-F2-6879-01A-11R-2156-07	TCGA-2J-AAB4-01A-12R-A41B-07	TCGA-US-A774-01A-21R-A32O-07	TCGA-IB-8126-01A-11R-2404-07	TCGA-F2-A44G-01A-11R-A26U-07	TCGA-2J-AABR-01A-11R-A41B-07	TCGA-IB-A5SP-01A-11R-A32O-07	TCGA-H8-A6C1-01A-11R-A32O-07	TCGA-2J-AABE-01A-12R-A41B-07	TCGA-RB-A7B8-01A-12R-A33R-07	TCGA-IB-AAUO-01A-12R-A38C-07	TCGA-2J-AAB6-01A-11R-A41B-07	TCGA-2J-AABF-01A-31R-A41B-07	TCGA-HZ-8002-01A-11R-2204-07	TCGA-FB-AAQ6-01A-11R-A41B-07	TCGA-IB-7891-01A-11R-2204-07	TCGA-YB-A89D-01A-12R-A36G-07	TCGA-IB-A5SQ-01A-11R-A32O-07	TCGA-US-A77G-01A-11R-A32O-07	TCGA-IB-A7LX-01A-12R-A36G-07	TCGA-US-A77J-01A-11R-A32O-07	TCGA-IB-7652-01A-11R-2156-07	TCGA-3A-A9IH-01A-12R-A39D-07	TCGA-HZ-A8P1-01A-11R-A37L-07	TCGA-2J-AABV-01A-12R-A41B-07
AZGP1	9.017211518	5.952547785	7.241561417	0.000714713	78.10383996	18.40850084	10.0702388	68.79791483	23.50179705	20.7065097	23.5778705	9.187451205	2.522156081	16.33637152	10.66707798	23.11707235	9.824686408	9.919612094	18.45308581	15.20966047	15.39272728	0.155152983	2.324377093	17.94422003	19.01912401	10.32134118	8.900536137	1.732525123	25.36781363	27.65622257	0.980311709	9.818718162	51.78352566	4.659491971	6.918473532	1.07697402	2.235836527	0.089804181	5.392851056	4.41616656	5.954961162	2.237636667	15.54730639	15.97535165	27.73847571	28.16102721	11.61750774	95.83563318	38.87424611	6.693491436	7.568173615	8.101159784	9.413323751	11.82093498	4.14875417	14.31244977	4.016260755	0.686337121	8.115671139	58.9207154	19.81582945	45.29161066	52.12089231	8.150144931	11.19268911	8.089499117	5.445140247	4.093861385	5.204298777	5.791011703	8.737683088	16.89723114	4.556689226	16.98098402	12.40296886	1.08154993	9.44897254	6.909135762	8.728755612	39.63143888	5.897329011	8.289095952	20.83748519	0.476455772	352.7023545	13.93725886	0.969371044	1.12916769	54.08429077	4.41616656	5.008793183	5.980695976	15.82931005	4.071518218	6.194737603	14.24565751	10.21695463	5.180847722	18.81719701	4.388890479	3.584916337	13.9610385	11.31198496	28.16102721	12.69486895	2.367539536	21.02198672	10.30514668	28.57522012	10.3471176	50.67732986	37.21786142	24.17748402	6.535341084	10.04069739	14.0769883	54.72204738	32.25557015	17.18284636	13.30023451	22.12808226	29.03930622	22.69703387	18.74824688	10.9707531	13.8603244	2.414904881	6.809106251	18.94798675	12.38922113	8.07949656	11.76654033	20.06255369	6.336556873	1.94785927	1.751194274	10.08182164	43.66180396	68.18042409	29.29436321	17.8162679	1.564376393	27.56694061	13.19719349	23.9186027	11.32703901	0.628210438	19.86726591	4.967650081	32.30172044	9.08511478	26.13297522	7.636847735	13.72076592	50.99957917	24.23853005	11.06410151	13.63395527	10.44445074	13.08671062	7.971352624	3.675006686	2.212434703	12.8757289	9.252765067	43.41662891	8.865504095	9.943735865	3.701334561	12.73373374	8.195836725	8.726330955	29.82126605	5.827534236	29.69062816	111.3813849
CD1A	2.025346846	1.400568341	2.526091473	1.236363187	9.66E-06	1.132827061	0.696154865	2.287958413	1.681493502	0.927630488	0.29100066	1.260218251	0.364548814	0.046625491	3.243223747	0.249151677	2.972038234	0.343408607	0.760764635	0.018619495	0.403443518	0	1.076312315	3.640203966	0.964457898	5.497498827	0.517409739	1.41482158	0.850205503	3.057843695	1.488237081	0.723093411	0.28629107	0.877429719	1.024602728	0.529880697	0.179189467	0.068167256	1.012237129	1.926101354	0.008982787	0.499890536	1.252754578	0.584212749	1.662671431	0.570805441	1.907877851	0.624229369	1.82427314	0.230516785	0.897533522	0.63148897	0.705502833	2.652680729	5.078800398	0.767043202	1.287100845	0.014552104	0.778879883	0.043746768	0.623586213	2.979343281	2.268549726	0.273666272	0.378321691	1.272704437	0.250599453	1.399284677	0.779742939	1.326406793	0.479349494	0.129131007	0.657536291	0.975248849	1.467486023	3.504103181	0.778538101	0.800823231	1.377073861	1.124063917	0.139462602	0.234989812	1.419700966	1.37787081	0.014099634	2.290507858	0.654728561	0.816454127	0.640832141	1.265482803	0.297580591	0.834436282	1.789883947	0.43249668	0.437816862	1.284627865	1.505371123	0.443679305	1.037656112	0.102802861	4.051338755	0.411109619	2.80E-05	1.998533971	0.302625519	0.25510597	0.890693732	1.593471334	0.670931708	0.984915223	0.610162286	0.770078223	5.330856368	2.376683948	0.556343221	0.234888847	0.036756358	0.099509953	0.918220685	0.274171945	1.790731127	0.934703435	0.990814993	0.636366322	0.161220014	1.177719238	6.002153034	1.675953713	0.362041398	0.88004921	0.429968166	0	0.627239294	0.600398012	1.50155339	0.265734669	1.001221403	1.60656621	2.943349041	2.098257794	2.145741676	3.366662847	0.257297166	0.098411543	0.850609168	0.461306859	0.09155554	1.732113146	0.388617785	1.740354034	0.049113173	1.851886348	1.950506798	1.921545943	0.147123243	1.509184525	0.893908718	0.537565534	3.945727052	2.356187775	2.189722023	10.63311544	0.893212916	0.978397605	1.741774983	0.192441781	2.943752309	3.913396902	2.681730093	0.538989962	0.32986791	1.936307135	1.617603391	1.789883947	0.394516986	0.792819815
CD1C	3.002892903	2.625841963	4.040204902	26.56444251	0.189311555	1.871870404	4.32176881	2.048238122	3.730737862	1.211314374	5.361318303	3.143287993	3.317553865	0.639659917	4.688453316	0.221986362	4.032635485	6.031792203	4.747361177	0.853216109	3.256912762	0.540140228	10.66707798	4.676860707	5.317415885	26.20594015	1.631705064	5.647832052	1.879477866	11.2264284	1.353273358	3.158371158	1.22121127	1.054184811	2.537836785	1.363934151	3.797925711	0.387636016	1.72448057	12.2751347	0.072100768	1.732525123	2.978762515	3.064880774	9.683283259	2.948035839	12.10621307	2.41630695	17.5881687	1.161912956	3.86190808	1.105358158	1.117516989	4.333916385	3.870401376	3.272103791	8.641534298	0.057296245	2.932504023	0.32070133	0.632749133	3.303356913	4.469883731	1.165217842	1.008559318	1.581236088	0.256626749	7.187621261	1.648777691	3.02360555	0.792568703	1.144806003	1.650169259	1.61066243	2.610486795	4.049968051	3.157221879	0.780826873	1.323014916	2.194727534	0.470497747	0.44900133	1.740511418	1.94785927	0.21318039	5.878000542	0.659873956	3.1912701	3.115142211	0.64289214	0.333605006	2.242727824	3.151674002	0.638251949	5.348473946	2.395173413	4.060981088	1.061682524	2.133359356	0.158778523	3.365574258	3.774482966	0.085022096	5.057080891	2.211176069	1.761601506	2.255705345	4.810455733	1.868151343	3.658721554	1.969459523	2.017600613	8.400810038	2.001524389	2.326720483	1.53297145	0.343735335	0.352141223	1.658538829	1.016225121	3.199187193	1.220648842	3.415954224	2.662748875	0.204793091	3.307106701	8.528077057	4.47168914	0.552928448	6.693491436	0.838048031	0.2434593	1.94177754	2.314098289	1.726417699	1.70201191	3.526387595	4.40540219	3.077714855	4.117423579	2.45483364	5.434145549	1.774072534	0.017945635	2.185584693	6.383924225	0.172720691	10.19221249	7.583113243	1.556456127	3.344637147	1.417743368	3.590148835	2.849068781	3.173412057	1.972977007	4.497951006	1.799424596	4.462244954	2.414332474	1.474002624	1.752284216	1.502546659	2.647806414	5.535387284	0.585174814	5.573888368	3.439222247	4.820528383	1.563238181	1.323014916	10.31814947	2.974357937	1.630237243	2.328671458	1.283687602
CD1E	2.320123752	0.948367371	1.87220809	1.67845887	0.039722168	0.588919037	2.389395336	1.672620869	1.602512227	0.274036767	1.101974075	1.405160284	0.746202492	0.21318039	0.955008784	0.163840407	1.419390633	2.407613412	1.935961084	0.440002642	1.368008967	0.142818549	0.900906171	1.691989671	1.697685711	3.719509655	0.836888022	1.890980602	0.539698631	3.23899683	0.451370386	1.345273047	0.440892054	0.312098595	1.247681018	0.145343171	1.890980602	0.093108602	0.613743372	5.092576882	0.004793712	0.552928448	1.435906762	1.492153825	3.128111743	1.741774983	3.609576585	0.676401582	9.066945796	0.431663075	0.954499658	0.558446185	0.321784042	1.185216382	1.809124322	0.423708088	2.938728414	0.020977912	1.325618389	0.095022957	0.197336975	1.393184441	1.343339822	0.637881557	0.279609671	0.604881064	0.227689807	2.522715324	0.654128755	1.187859704	0.515412058	0.27182953	0.398548492	0.614735931	1.084311785	2.591089687	0.676053363	0.288173577	0.276098572	0.617853104	0.14616485	0.136125391	0.54202467	0.637881557	0.113071812	2.301311446	0.465373029	0.874238349	1.14971042	0.21644724	0.149217775	0.72109981	1.162126583	0.274171945	1.254333083	1.391539601	1.442212799	0.401827281	0.800390371	0.013671453	1.044687163	2.142559192	0.056277202	1.587977188	0.974232488	0.664772266	0.615999319	1.895666759	0.772738388	0.53824558	0.626814597	0.649148359	2.639470444	0.708659921	0.752589428	0.405716328	0.065315082	0.027838142	0.400303352	0.652122816	1.259229852	0.575128697	1.659255557	1.047642087	0.055767677	0.723743718	1.525601181	2.046714811	0.102509546	1.048328111	0.180294331	0.015201352	1.01302883	2.340314054	0.807657286	0.365951427	1.773362103	1.843800238	1.272704437	1.272704437	1.222324443	3.199187193	0.433607584	0.033738113	0.907481139	1.348826563	0.085452177	4.677714827	1.285334377	0.520633021	0.531156041	0.532678285	1.231465334	0.945526248	0.892727008	0.927834571	2.636493936	0.429968166	2.248772671	1.129469537	0.887945113	1.498386107	0.142952832	0.911963078	2.274802277	0.432648998	2.798197747	2.355232799	1.913292606	0.572772251	0.350403571	3.210432766	1.164100484	1.019159395	0.639659917	0.470818273
CD74	921.498745	604.3540984	817.6115224	1361.694468	102.123879	265.0556673	575.6604388	294.7676744	279.1679336	352.7023545	352.7023545	575.6604388	475.1923069	510.5780432	772.6346275	134.7494939	491.0186115	420.0710193	656.0736238	336.1894439	368.5168751	27.32291387	1361.694468	863.5008569	311.1311793	1168.210851	273.999755	491.0186115	228.6912083	690.226822	329.7207671	360.540479	260.5564744	336.1894439	336.1894439	368.5168751	510.5780432	77.26879763	460.0144191	863.5008569	144.3058468	185.5318779	444.1426357	510.5780432	283.8630353	283.8630353	863.5008569	256.2658214	772.6346275	510.5780432	863.5008569	149.8894566	460.0144191	444.1426357	626.6958554	575.6604388	575.6604388	169.7531737	395.6755123	20.79340135	460.0144191	460.0144191	260.5564744	260.5564744	241.1788205	863.5008569	159.3399666	344.8098758	130.2041786	460.0144191	863.5008569	129.4077243	420.0710193	817.6115224	510.5780432	727.4004281	336.1894439	656.0736238	160.813199	222.5954926	133.912181	241.1788205	407.1810435	110.7797167	73.91764156	352.7023545	216.7369821	279.1679336	317.7219441	241.1788205	604.3540984	604.3540984	311.1311793	81.26009397	460.0144191	143.3278267	252.1234418	256.2658214	386.3294914	132.9290381	352.7023545	300.3251062	174.8415113	300.3251062	305.6453495	61.35739255	244.3818202	626.6958554	269.2188923	510.5780432	248.1133718	329.7207671	690.226822	114.9639468	575.6604388	185.5318779	133.912181	248.1133718	202.1669358	420.0710193	386.3294914	237.5903715	604.3540984	575.6604388	146.5174543	141.2855853	300.3251062	491.0186115	368.5168751	690.226822	169.7531737	47.17850493	368.5168751	575.6604388	1168.210851	189.2545021	510.5780432	575.6604388	386.3294914	552.6003323	532.3892534	575.6604388	106.7551138	1069.162595	323.7117831	656.0736238	67.32873999	352.7023545	532.3892534	289.0654262	444.1426357	368.5168751	772.6346275	368.5168751	273.999755	305.6453495	510.5780432	386.3294914	772.6346275	475.1923069	323.7117831	626.6958554	151.2648748	772.6346275	444.1426357	252.1234418	329.7207671	575.6604388	305.6453495	420.0710193	171.3052089	990.8575627	727.4004281	460.0144191	134.7494939	132.9290381
CTSE	30.158283	55.78291805	29.16581864	0.028517495	2.463886682	552.6003323	191.2409651	43.18037741	772.6346275	86.48747869	147.5392379	368.5168751	36.01116192	50.1364022	57.97525179	105.7193819	16.33637152	228.6912083	34.10292374	444.1426357	58.10724891	0.015138318	61.35739255	163.5079385	165.1483789	80.63918077	89.92077232	7.575622896	139.4449532	39.2564227	183.6539161	85.73125908	152.5990099	55.64450248	55.37889766	0.985213669	50.88811323	0.013547997	160.813199	45.29161066	432.0490961	2.101300457	114.9639468	248.1133718	104.6813551	656.0736238	131.094495	138.5590612	37.44163861	26.84453823	82.10565147	604.3540984	575.6604388	41.35577954	95.83563318	124.4780796	107.9457206	0.077345548	117.4962757	40.87464878	21.67176514	199.8761055	149.8894566	265.0556673	289.0654262	336.1894439	32.78908012	27.59542071	368.5168751	311.1311793	121.0503881	475.1923069	149.8894566	131.9550675	137.5971486	151.2648748	46.07937422	135.6690022	120.3224624	17.10474593	114.2966244	46.81670285	260.5564744	91.13116684	0.532581885	159.3399666	169.7531737	100.6653357	72.18310739	252.1234418	386.3294914	85.73125908	532.3892534	103.6685453	14.99305601	626.6958554	145.4041624	40.15086244	108.5834757	98.79993069	71.49481688	104.2258428	83.40264401	49.74358298	34.45510122	3.005677387	368.5168751	604.3540984	45.19791054	265.0556673	85.05478461	89.57481837	179.9762291	101.6500431	162.1068221	344.8098758	42.81433425	317.7219441	329.7207671	252.1234418	311.1311793	211.8196236	63.62404771	168.2121681	386.3294914	195.3071647	1.315647698	83.74320425	199.8761055	109.1539412	58.26875431	0.019255342	144.3058468	97.49653005	252.1234418	0.101315688	42.65369331	76.73834163	195.3071647	352.7023545	491.0186115	460.0144191	8.910272527	59.86861053	66.52120795	56.06334322	0.15313938	36.85161044	127.7181606	225.3472465	202.1669358	921.498745	368.5168751	157.7173128	45.45501746	323.7117831	53.58251909	248.1133718	432.0490961	294.7676744	329.7207671	108.5834757	19.47068823	260.5564744	27.93602949	152.5990099	126.8437042	168.2121681	33.92559078	575.6604388	16.36090135	19.40443416	237.5903715	269.2188923	656.0736238	56.79365669
CTSS	30.89035345	42.5020403	45.72135316	73.91764156	7.634974421	22.21495139	30.78144925	44.179919	24.36444378	11.89201073	32.12982931	34.27698005	18.40850084	22.21495139	60.67072843	12.13532514	19.6590285	42.73286261	48.13591133	41.57782796	12.24385892	1.767489991	35.4108328	36.79544234	31.14758838	28.6380068	15.30682262	34.3208965	30.38719271	21.65465057	21.098457	22.27997751	46.99383978	21.30468949	18.15951997	9.307081741	43.82256064	2.41767262	22.95421654	33.50310101	25.18659344	5.499688357	37.66370059	36.52069437	23.75430234	106.7551138	40.54032081	26.25601547	36.57480552	21.12699831	30.38719271	24.98683075	46.25735346	30.85572297	31.60658168	22.65872412	38.75200684	4.028251158	23.83892254	27.90681324	36.57480552	12.02699087	23.9186027	21.65465057	20.67865101	16.42099384	15.18111832	24.61947582	14.37458065	20.06255369	71.92891326	23.27144331	42.73286261	45.38247689	31.97688541	142.2498696	21.46922031	45.63817567	25.38813975	13.90749624	27.37577052	15.38570441	21.02198672	4.715377647	3.908212925	41.65165292	25.6221231	14.36922176	46.25735346	12.35723774	34.59517919	35.86258645	30.67177109	9.32578536	25.07500418	55.64450248	23.73562711	16.70731525	15.37773022	20.86516302	14.05891536	44.85166703	20.50770934	30.92490254	22.19882467	3.655956103	31.18344651	84.73092232	22.82145079	19.75020912	19.19759056	15.83751748	30.49292298	11.27123663	32.46197563	29.19655962	29.13199358	44.179919	42.81433425	20.66377991	40.41524546	27.43212723	28.76360915	35.60310236	20.7214007	19.86726591	10.66078314	38.02266717	36.89964665	30.67177109	27.27250688	2.678591027	19.01912401	79.53285071	26.0855927	4.160616098	31.33964294	32.57904246	26.30758552	30.74410136	48.13591133	39.57042096	22.6774816	17.53242551	18.04166909	16.17053088	4.343448194	28.6380068	21.68944882	15.0782274	29.82126605	20.60706472	32.69812494	30.81923904	25.34410151	19.03168553	25.03046294	28.31042164	35.01529877	30.96222506	28.60587932	16.12938388	11.17724316	52.36321316	34.36423729	37.00198815	34.97235289	28.16102721	23.06233807	38.81440021	15.60736083	27.29764482	39.12114326	32.34509985	36.46586667	10.24795281
HLA-A	248.1133718	289.0654262	260.5564744	444.1426357	86.48747869	219.5237331	336.1894439	169.7531737	237.5903715	265.0556673	202.1669358	126.8437042	329.7207671	241.1788205	352.7023545	163.5079385	344.8098758	153.8292325	202.1669358	317.7219441	178.231349	475.1923069	395.6755123	368.5168751	172.9013466	336.1894439	386.3294914	143.3278267	395.6755123	279.1679336	195.3071647	432.0490961	317.7219441	344.8098758	352.7023545	202.1669358	248.1133718	219.5237331	256.2658214	244.3818202	147.5392379	305.6453495	260.5564744	329.7207671	185.5318779	231.5630057	283.8630353	140.3690968	228.6912083	187.34013	491.0186115	104.2258428	532.3892534	360.540479	323.7117831	432.0490961	252.1234418	283.8630353	252.1234418	336.1894439	336.1894439	386.3294914	171.3052089	244.3818202	197.6865359	420.0710193	386.3294914	283.8630353	113.7237775	407.1810435	336.1894439	155.1326981	305.6453495	172.9013466	204.4786306	510.5780432	159.3399666	395.6755123	228.6912083	131.094495	377.2444575	311.1311793	329.7207671	195.3071647	91.13116684	228.6912083	197.6865359	193.3454732	216.7369821	352.7023545	690.226822	279.1679336	386.3294914	395.6755123	241.1788205	225.3472465	152.5990099	152.5990099	491.0186115	195.3071647	283.8630353	214.3712065	256.2658214	260.5564744	269.2188923	510.5780432	283.8630353	260.5564744	260.5564744	575.6604388	141.2855853	191.2409651	360.540479	110.7797167	329.7207671	360.540479	279.1679336	727.4004281	377.2444575	248.1133718	237.5903715	377.2444575	252.1234418	352.7023545	211.8196236	214.3712065	244.3818202	162.1068221	575.6604388	294.7676744	248.1133718	193.3454732	475.1923069	209.1850179	344.8098758	279.1679336	199.8761055	460.0144191	575.6604388	817.6115224	329.7207671	237.5903715	183.6539161	311.1311793	174.8415113	386.3294914	146.5174543	174.8415113	248.1133718	265.0556673	294.7676744	273.999755	491.0186115	248.1133718	169.7531737	360.540479	231.5630057	289.0654262	289.0654262	256.2658214	248.1133718	552.6003323	269.2188923	269.2188923	197.6865359	336.1894439	189.2545021	294.7676744	294.7676744	231.5630057	256.2658214	234.6020031	225.3472465	317.7219441	252.1234418	115.6194573
HLA-B	317.7219441	344.8098758	432.0490961	727.4004281	103.6685453	294.7676744	656.0736238	219.5237331	216.7369821	283.8630353	300.3251062	491.0186115	368.5168751	317.7219441	532.3892534	78.99840252	368.5168751	222.5954926	256.2658214	386.3294914	204.4786306	40.21653207	690.226822	727.4004281	248.1133718	491.0186115	552.6003323	244.3818202	377.2444575	344.8098758	216.7369821	552.6003323	265.0556673	444.1426357	395.6755123	311.1311793	283.8630353	78.99840252	265.0556673	407.1810435	124.4780796	216.7369821	336.1894439	432.0490961	197.6865359	269.2188923	460.0144191	225.3472465	260.5564744	252.1234418	626.6958554	110.7797167	772.6346275	460.0144191	432.0490961	604.3540984	311.1311793	120.3224624	377.2444575	273.999755	386.3294914	377.2444575	204.4786306	311.1311793	283.8630353	532.3892534	360.540479	269.2188923	174.8415113	604.3540984	690.226822	122.4094144	386.3294914	265.0556673	552.6003323	626.6958554	256.2658214	690.226822	219.5237331	166.6442772	575.6604388	336.1894439	352.7023545	228.6912083	86.48747869	256.2658214	269.2188923	139.4449532	231.5630057	420.0710193	727.4004281	311.1311793	475.1923069	269.2188923	317.7219441	252.1234418	159.3399666	209.1850179	626.6958554	256.2658214	329.7207671	260.5564744	207.0517186	311.1311793	336.1894439	137.5971486	352.7023545	444.1426357	289.0654262	921.498745	207.0517186	222.5954926	395.6755123	122.4094144	460.0144191	329.7207671	329.7207671	690.226822	420.0710193	305.6453495	283.8630353	491.0186115	444.1426357	300.3251062	279.1679336	152.5990099	386.3294914	279.1679336	1069.162595	532.3892534	305.6453495	75.48034104	626.6958554	360.540479	377.2444575	162.1068221	300.3251062	552.6003323	368.5168751	921.498745	552.6003323	323.7117831	96.64560853	772.6346275	219.5237331	395.6755123	91.50477264	234.6020031	317.7219441	311.1311793	432.0490961	407.1810435	727.4004281	317.7219441	222.5954926	336.1894439	329.7207671	344.8098758	377.2444575	329.7207671	273.999755	604.3540984	329.7207671	491.0186115	269.2188923	532.3892534	256.2658214	352.7023545	317.7219441	237.5903715	305.6453495	432.0490961	283.8630353	532.3892534	289.0654262	126.8437042
