ID	TCGA-AH-6643-11A-01R-1830-07	TCGA-AG-3731-11A-01R-1736-07	TCGA-AG-3725-11A-01R-1736-07	TCGA-AG-3742-11A-01R-1660-07	TCGA-AF-2691-11A-01R-A32Z-07	TCGA-AF-5654-11A-11R-1660-07	TCGA-AF-2689-11A-01R-A32Z-07	TCGA-AF-2692-11A-01R-A32Z-07	TCGA-AG-3732-11A-01R-1660-07	TCGA-AF-3400-11A-01R-A32Z-07	TCGA-DC-4745-01A-01R-A32Z-07	TCGA-DY-A1DC-01A-31R-A155-07	TCGA-AG-3732-01A-11R-1660-07	TCGA-AF-3911-01A-01R-1736-07	TCGA-AH-6549-01A-11R-1830-07	TCGA-AG-3887-01A-01R-1119-07	TCGA-DY-A1DD-01A-21R-A155-07	TCGA-EI-6881-01A-11R-A32Z-07	TCGA-AF-5654-01A-01R-1660-07	TCGA-AH-6544-01A-11R-1830-07	TCGA-DY-A1H8-01A-21R-A155-07	TCGA-EI-6514-01A-11R-1736-07	TCGA-AG-4001-01A-02R-1119-07	TCGA-EI-6917-01A-11R-1928-07	TCGA-CI-6624-01C-11R-1830-07	TCGA-AG-3608-01A-01R-0826-07	TCGA-DC-6160-01A-11R-1660-07	TCGA-EI-7002-01A-11R-1928-07	TCGA-AG-3999-01A-01R-1119-07	TCGA-AG-A002-01A-01R-A002-07	TCGA-BM-6198-01A-11R-1736-07	TCGA-F5-6864-01A-11R-1928-07	TCGA-AG-3583-01A-01R-0821-07	TCGA-EI-6512-01A-11R-1736-07	TCGA-AH-6897-01A-11R-1928-07	TCGA-F5-6813-01A-11R-1830-07	TCGA-AG-3591-01A-01R-1736-07	TCGA-AG-3605-01A-01R-0826-07	TCGA-AG-A023-01A-01R-A00A-07	TCGA-DY-A1DF-01A-11R-A155-07	TCGA-AG-A02X-01A-01R-A00A-07	TCGA-AF-2692-01A-01R-0821-07	TCGA-AG-3599-01A-02R-0826-07	TCGA-AG-A016-01A-01R-A002-07	TCGA-AF-A56L-01A-31R-A39D-07	TCGA-AG-3578-01A-01R-0821-07	TCGA-AG-3574-01A-01R-0821-07	TCGA-F5-6465-01A-11R-1736-07	TCGA-AG-3892-01A-01R-1119-07	TCGA-G5-6572-02A-12R-1830-07	TCGA-AG-3587-01A-01R-0821-07	TCGA-AG-A00Y-01A-02R-A002-07	TCGA-AG-3896-01A-01R-1119-07	TCGA-AG-3594-01A-02R-0821-07	TCGA-EI-7004-01A-11R-1928-07	TCGA-F5-6863-01A-11R-1928-07	TCGA-F5-6814-01A-31R-1928-07	TCGA-CI-6622-01A-11R-1830-07	TCGA-F5-6861-01A-11R-1928-07	TCGA-AG-A036-01A-12R-A083-07	TCGA-AG-3898-01A-01R-1119-07	TCGA-AG-A011-01A-01R-A002-07	TCGA-AG-3575-01A-01R-0821-07	TCGA-DC-6683-01A-11R-1830-07	TCGA-EI-6882-01A-11R-1928-07	TCGA-DT-5265-01A-21R-1830-07	TCGA-DY-A0XA-01A-11R-A155-07	TCGA-AG-3600-01A-01R-0826-07	TCGA-DC-5869-01A-01R-1660-07	TCGA-CL-5918-01A-11R-1660-07	TCGA-DY-A1DG-01A-11R-A32Y-07	TCGA-CL-4957-01A-01R-1736-07	TCGA-AG-3586-01A-02R-0821-07	TCGA-DC-4749-01A-01R-1736-07	TCGA-G5-6235-01A-11R-1736-07	TCGA-AG-3612-01A-01R-0826-07	TCGA-AG-3725-01A-11R-1736-07	TCGA-EI-6509-01A-11R-1736-07	TCGA-AH-6547-01A-11R-1830-07	TCGA-AF-6672-01A-11R-1830-07	TCGA-AG-A01N-01A-01R-A00A-07	TCGA-AF-2691-01A-01R-0821-07	TCGA-AG-3883-01A-02R-0905-07	TCGA-DC-5337-01A-01R-1660-07	TCGA-AG-3592-01A-02R-1736-07	TCGA-AF-2690-01A-02R-1736-07	TCGA-F5-6811-01A-11R-1830-07	TCGA-AF-3400-01A-01R-0821-07	TCGA-AG-A008-01A-01R-A002-07	TCGA-AG-3894-01A-01R-1119-07	TCGA-AG-3885-01A-01R-0905-07	TCGA-AG-3882-01A-01R-0905-07	TCGA-AG-3726-01A-02R-0905-07	TCGA-AF-4110-01A-02R-1736-07	TCGA-AH-6644-01A-21R-1830-07	TCGA-AG-A02N-01A-11R-A083-07	TCGA-AG-3609-01A-02R-0826-07	TCGA-AG-A01J-01A-01R-A00A-07	TCGA-AG-4022-01A-01R-1736-07	TCGA-AG-4021-01A-01R-1736-07	TCGA-G5-6233-01A-11R-1736-07	TCGA-AF-6655-01A-11R-1830-07	TCGA-AG-4015-01A-01R-1119-07	TCGA-AG-3731-01A-11R-1736-07	TCGA-AG-3611-01A-01R-0826-07	TCGA-EI-6885-01A-11R-1928-07	TCGA-AG-4007-01A-01R-1119-07	TCGA-AG-3581-01A-01R-0821-07	TCGA-AG-3901-01A-01R-1119-07	TCGA-DC-6158-01A-11R-1660-07	TCGA-F5-6571-01A-12R-1830-07	TCGA-AG-3582-01A-01R-0821-07	TCGA-EI-6508-01A-11R-1736-07	TCGA-CL-5917-01A-11R-1660-07	TCGA-AF-2687-01A-02R-1736-07	TCGA-EF-5831-01A-01R-1660-07	TCGA-DC-6157-01A-11R-1660-07	TCGA-AG-A00C-01A-01R-A002-07	TCGA-AF-A56N-01A-12R-A39D-07	TCGA-DY-A1DE-01A-11R-A155-07	TCGA-AG-A01L-01A-01R-A002-07	TCGA-AF-2693-01A-02R-1736-07	TCGA-DC-6681-01A-11R-A32Z-07	TCGA-AH-6903-01A-11R-1928-07	TCGA-AG-A025-01A-01R-A00A-07	TCGA-AG-3902-01A-01R-A32Z-07	TCGA-AG-3893-01A-01R-1119-07	TCGA-F5-6812-01A-11R-1830-07	TCGA-AG-3881-01A-01R-0905-07	TCGA-AG-A014-01A-02R-A002-07	TCGA-AG-3580-01A-01R-0821-07	TCGA-CI-6623-01B-11R-1830-07	TCGA-EI-6884-01A-11R-1928-07	TCGA-AF-6136-01A-11R-1830-07	TCGA-AF-3913-01A-02R-1119-07	TCGA-AG-A02G-01A-01R-A00A-07	TCGA-DC-6154-01A-31R-1928-07	TCGA-AG-3584-01A-01R-0821-07	TCGA-AG-A032-01A-01R-A00A-07	TCGA-G5-6641-01A-11R-A32Z-07	TCGA-AG-3890-01A-01R-1119-07	TCGA-AG-3742-01A-11R-1660-07	TCGA-AG-A026-01A-01R-A00A-07	TCGA-F5-6702-01A-11R-1830-07	TCGA-G5-6572-01A-11R-1830-07	TCGA-F5-6464-01A-11R-1736-07	TCGA-EF-5830-01A-01R-1660-07	TCGA-DC-6682-01A-11R-1830-07	TCGA-CI-6619-01B-11R-1830-07	TCGA-AG-3727-01A-01R-0905-07	TCGA-AG-A01Y-01A-41R-A083-07	TCGA-AG-3598-01A-01R-0826-07	TCGA-F5-6810-01A-11R-1830-07	TCGA-AG-A01W-01A-21R-A083-07	TCGA-AG-3878-01A-02R-0905-07	TCGA-EI-6507-01A-11R-1736-07	TCGA-CI-6621-01A-11R-1830-07	TCGA-AG-A020-01A-21R-A083-07	TCGA-AG-4008-01A-01R-1119-07	TCGA-AG-3602-01A-02R-0826-07	TCGA-AG-3909-01A-01R-1119-07	TCGA-DC-6156-01A-11R-1660-07	TCGA-EI-6510-01A-11R-1736-07	TCGA-AG-3728-01A-01R-0905-07	TCGA-AG-A015-01A-01R-A002-07	TCGA-CI-6620-01A-11R-1830-07	TCGA-AH-6643-01A-11R-1830-07	TCGA-EI-6513-01A-21R-1736-07	TCGA-EI-6506-01A-11R-1736-07	TCGA-AG-4005-01A-01R-1119-07	TCGA-AF-A56K-01A-32R-A39D-07	TCGA-AG-A00H-01A-01R-A00A-07	TCGA-EI-6511-01A-11R-1736-07	TCGA-EI-6883-01A-31R-1928-07	TCGA-DC-6155-01A-11R-1660-07	TCGA-AG-3593-01A-01R-0821-07	TCGA-AG-3601-01A-01R-0826-07
AC084018.1	2.533727	1.38024	0.6233467	0.8631603	0.667243081	2.294747422	0.7485715	0.7793867	1.672004	1.202585	0.7631948	1.21677	3.605855	2.126403	1.53703	2.032471	2.408777	1.852146	1.615243	0.9718937	1.793302	1.287164	2.961045072	1.149168	0.809109852	1.771270047	1.996729	4.002358	2.285899	1.398836	1.391416	3.84506	1.840109	3.015269	0.883230447	1.690881	2.451964	1.755243	2.655807601	1.07156	4.953317	3.664266	2.344804	0.997061231	3.532442	7.799805	1.012376	1.83131	1.890801	0.3441006	3.949271	3.105905609	1.607448	6.172208	1.652635	2.507594	3.209899	1.258041	2.167584	5.285515	2.500432	6.770203	0.5425571	1.059454	3.016987	2.717844	3.125335	1.334573	0.08367257	0.7762438	1.393132	1.566541	3.021955666	1.420165	1.666634	1.05935	2.062011	2.730911	3.487921	3.308275	2.77386	3.532316	2.412758	0.4593943	2.352648	1.406449	1.385571	0.9290149	4.989191	2.536382	3.131447385	3.30988	2.741437878	2.105445	2.547879	4.346499	1.220439	4.046338	2.954359	2.207422	3.470984	3.706026	1.944892	2.553171	9.576331	2.82555	0.8774937	2.746894555	1.871862793	1.092599	3.900087	1.163924	4.474525	1.31665	4.481909	2.090772	1.88665	1.953311	1.842808	4.063464378	7.601568	1.619522	1.546240172	1.474759	2.766377279	5.224847	2.209079	2.6461	1.442431	2.364086	2.617238	0.6538603	2.100994	5.225849	0.9899245	4.778408	0.9589854	5.627753	5.168123078	2.229833	6.469342	4.171573	1.635936	0.7183761	0.2941602	0.8230346	1.109262	0.6401092	4.059757	3.967562956	6.890395	1.666944	1.802115	2.764008	2.558306446	2.036853	2.769712	3.288009	2.323222	1.196408	1.997759	2.414905	5.33176	0.7477028	3.350588	3.987412	1.515551	2.707894	3.807204	2.15695	2.229835	3.308447203	0.4641784	2.955701	0	2.617739	0.6988897
AP003352.1	0.9715382	0.7852344	1.207038	1.08748	0.692461418	0.828144142	0.7836027	0.8810917	1.113519	0.6843248	1.243725	3.081561	3.303363	2.631122	1.882157	3.273208	8.697487	1.739413	2.191555	2.303071	9.906637	0.9546355	1.518967477	1.739367	0.698055559	2.315385682	1.174547	1.341397	2.676486	1.235574	4.109606	3.846961	3.217425	0.7639058	0.747061509	1.002304	3.715141	6.080255	3.578768935	3.708939	1.954524	2.873934	2.349912	2.322566161	3.52514	5.023567	1.669208	1.642437	1.32056	1.006063	3.662755	3.860936004	2.26	2.747625	0.7319121	2.829783	1.576251	0.8213603	1.095087	5.117392	3.826524	2.765285	1.939224	2.193692	1.166813	1.959669	5.700539	4.773499	2.743148	3.195764	4.095425	1.446825	2.632738	1.708888	2.54234	2.976194	1.71969	1.853815	1.54404	3.870762	4.398192	3.798319	0.9714111	1.537319	1.353157	2.568925	1.394627	1.447158	4.805441	1.660053	0.844262775	1.937717	0.923539483	1.69152	2.428455	7.527618	2.763936	2.185397	2.787167	2.292384	3.470984	1.921218	2.190652	2.705114	5.535222	5.270565	3.684326	4.925611766	2.332691759	1.443045	2.109664	4.564409	1.601546	2.662726	3.529644	1.364415	2.889479	6.53657	3.120863	3.388876174	1.311643	1.569358	1.361235845	1.691087	1.333099668	3.332125	1.343884	1.095797	1.852848	2.121188	1.842743	1.393192	1.105813	3.458191	5.266657	2.487745	2.992796	4.180967	2.558312292	3.404995	3.079389	1.764218	2.566174	1.571894	1.146733	1.022069	3.993449	3.0067	2.448009	0.361780011	4.891955	8.603655	2.036652	3.485235	0.672660219	1.621304	1.880936	2.442726	3.257066	2.858386	0.8356638	1.40035	1.242688	2.714699	1.21863	0.9828914	2.604932	2.032323	1.326321	2.06028	4.592247	2.456065684	1.54026	3.353318	23.08785	2.719844	6.753193
SNHG10	1.202678	1.058899	2.175378	1.559331	0.819037712	2.143661224	0.9510283	1.146039	0.7116932	2.332686	1.271861	1.061967	1.858497	2.912807	1.239413	6.156559	4.180382	1.531948	2.643075	1.486273	8.573113	0.2689617	1.506259126	3.584111	1.189745078	4.048877443	1.481378	2.327536	3.145188	1.645521	2.234	2.27107	4.653915	1.847402	5.011588193	0.9539404	2.787504	7.203266	2.164595357	4.490636	5.52194	2.228703	2.047835	2.551041392	3.258604	4.826589	1.488636	1.104515	3.839467	0.4638134	5.052224	3.771489925	2.62628	2.784916	0.9039957	1.773618	15.08604	0.9899307	2.515379	2.616579	4.0444	3.116397	2.758095	0.7851613	2.600584	2.45577	4.167524	3.851222	2.534526	1.597985	3.675944	1.249206	5.044787807	1.8025	1.417133	3.858323	1.799021	1.307415	1.705748	3.518513	2.755937	2.122785	4.07998	3.598628	2.775677	1.50915	1.1998	2.367834	3.609921	2.597853	3.223217308	2.537777	1.865828862	2.240859	1.573528	4.317646	1.861876	2.263859	2.108526	3.308989	4.233887	3.370072	3.31265	1.442433	3.652797	2.332783	3.896704	1.853250377	1.651473806	0.9520578	1.06504	2.240479	2.584468	2.135901	3.893385	1.383457	1.819359	3.237776	2.258111	3.931595035	3.328449	1.956894	1.49411206	2.108151	3.474107038	3.511003	1.998961	0.7989363	2.488645	3.782149	3.317658	1.057606	1.538861	5.420311	3.808877	2.010989	1.587699	6.505271	3.38858469	1.348476	2.361789	2.513751	1.552667	1.056327	0.4709924	0.8801604	1.933155	1.531084	2.012339	0.853763626	5.530324	3.767009	2.054832	4.939688	1.483235237	2.224905	2.492681	3.545527	2.533646	3.680876	1.548905	1.432029	1.475768	2.281358	1.188235	1.665357	1.192	1.786948	1.410942	2.922457	3.035564	1.516027149	1.197079	2.397559	2.496047	2.384033	2.733611
HOXB-AS4	8.09533	10.23622	2.842486	3.44404	1.835514729	7.925046988	5.965119	4.342969	4.401589	10.851	7.146837	18.62558	7.564556	7.67904	9.792702	7.12489	9.611105	23.72923	5.77206	18.84654	8.736167	1.071573	6.500351036	1.887525	18.407761826	7.57224564	37.7916	33.217	6.910414	0.6834375	5.916203	6.077833	2.831953	2.547387	0.577481896	15.48981	7.603535	6.616927	14.532706224	4.417354	0.2954737	7.618826	6.075226	12.446424139	6.040528	6.043683	0	24.15022	4.157098	3.211777	5.487066	22.18687999	5.650231	3.68687	1.328234	7.381914	15.3536	12.73319	20.1609	12.72895	5.497426	9.228161	2.982152	32.6465	16.856	2.896302	17.31429	3.851112	3.791656	2.549983	9.859981	10.76675	6.231504816	0.1278159	28.43774	8.987853	14.48627	3.529574	9.348689	21.46636	9.74308	5.186791	1.444048	3.749317	12.70815	3.835078	1.842826	0.7943147	8.734724	12.33873	2.593741827	0.7074931	2.276979878	5.086197	8.900548	2.725278	1.695663	11.72905	12.93805	15.83287	8.9706	21.18013	11.08598	16.25746	3.891248	9.57481	6.902426	5.318923053	5.411067815	1.729963	24.05678	11.03727	27.9913	9.369109	3.596246	5.56914	10.87904	10.02057	29.2364	17.614662532	6.860475	8.518937	14.67741868	10.16725	15.917649706	5.184826	6.029563	10.61836	1.973263	6.144786	9.182523	19.79564	22.5732	9.080414	7.053274	10.42526	6.407677	9.222561	15.936597519	8.028881	6.103543	19.16241	11.5078	4.486454	15.76124	2.271034	3.828835	18.27976	9.209672	4.054207392	14.54424	6.676168	7.433789	12.11922	2.999823266	0	22.39733	11.12795	8.690378	6.531063	16.9257	5.788104	35.15856	2.23752	7.33046	8.738037	10.96916	5.957583	33.7428	7.903751	2.829038	4.868076379	7.815404	6.109585	12.13435	10.32454	1.49389
PCAT6	0.5999435	1.330613	0.854662	0.7925003	0.633929821	1.185644779	1.116162	1.122728	0.9331977	1.118235	0.5605746	2.623531	6.761282	4.693302	2.756403	2.481898	4.854576	1.022972	1.623713	2.148737	2.224688	2.351148	4.629049508	0.6219508	2.577451648	2.535503415	0.9333026	3.539333	1.521609	1.605406	11.28699	1.183687	0.8514951	1.591849	1.469209775	6.054603	2.963575	5.486615	6.291066813	5.903041	10.95709	2.355012	1.826663	2.114666044	3.356922	5.952829	2.906241	2.134517	2.661892	1.253196	2.665092	4.05670223	2.467965	1.304172	1.125872	2.978441	1.303966	1.201882	0.9789342	1.811724	1.434838	3.153034	1.046099	3.840317	2.239888	4.582052	4.650144	7.987572	2.285483	3.229652	2.238404	1.277875	3.484536586	2.473992	2.212138	4.189791	1.39151	1.918417	1.259368	6.058263	15.17747	3.010493	3.101343	0.8857535	2.294742	2.809481	2.053102	2.288787	2.595767	3.035404	2.70439185	7.065505	4.027229447	2.856676	1.6843	3.290099	0.6373025	6.089134	2.477646	3.428531	2.839187	2.820613	5.989467	1.489778	4.143742	2.948871	2.763415	1.661571643	2.176929356	2.340698	2.964122	2.720183	1.613737	2.347541	2.85835	1.369573	2.255894	3.252592	3.158311	4.387445762	1.682784	1.153999	1.987526693	1.835657	3.411725298	2.41845	5.460644	4.398988	5.129653	5.165927	0.580031	1.967458	1.248392	2.997492	3.393179	3.441713	3.971948	2.310821	4.083854855	4.561718	4.874691	2.050219	8.124537	4.115134	2.247663	2.091803	3.300549	0.9324977	2.02002	1.990196557	3.182937	2.142678	3.393362	1.639771	2.912609303	3.553213	1.458383	3.301863	2.861826	3.548895	2.567906	3.511199	3.068356	4.985665	1.900069	1.141369	1.653602	4.775362	1.432318	2.970567	3.004903	6.032837199	1.032667	1.857869	3.219252	2.550754	3.45864
AL021707.6	2.641008	0.6991031	0.4357079	0.239418	0.844910658	1.46769996	1.151123	1.59676	0.5125878	1.073087	0.5927324	1.4175	2.728297	2.93352	1.155221	1.065495	3.914755	1.685698	2.460696	1.177516	12.19476	0.6708319	2.42399198	3.734396	1.024552456	3.282801919	0.951598	3.190217	1.71193	2.910003	5.344779	3.312481	0.7717216	1.714531	2.784181087	1.326617	1.193746	3.43899	5.480684361	18.45752	4.965282	4.074724	2.152189	1.393855048	3.411736	3.502102	0.2358775	1.410227	3.566318	0.4342722	3.105527	5.602506037	1.040349	6.993436	1.347689	1.627037	3.880545	1.148698	2.218054	3.386605	3.120993	3.54347	0.5417678	1.2836	1.999742	8.076118	4.987561	2.623619	0.7310699	3.569606	6.491827	0.8071993	1.656699308	1.349682	3.33445	2.847948	1.761599	2.071627	3.698079	2.217393	3.318799	1.878605	2.951329	0.6811386	2.611786	1.682753	1.793498	5.772128	4.059353	0.7132295	4.218046872	4.957598	1.916214826	1.401588	1.314489	3.375692	3.110132	2.529388	2.644263	1.035775	6.892484	2.27232	1.982522	1.995956	5.522838	1.419348	2.351183	1.788262251	1.6614575	1.037132	2.452038	1.479203	2.175077	1.533857	5.984398	0.8899618	2.657912	8.895323	4.889968	4.213092557	3.345447	3.240191	1.066088864	1.304848	3.919554752	5.424494	2.078603	1.97288	3.360776	4.406541	6.203142	2.631421	4.941368	1.04739	0.7688212	2.591395	1.489585	3.095965	5.132404689	3.000146	5.977292	3.906862	1.645932	1.055204	0.3046112	1.220304	1.148672	1.789698	3.241991	3.4947507	2.759316	1.430902	1.178616	3.55024	4.598252516	4.830488	1.904878	2.394019	2.819253	1.393778	0.9520887	1.060749	2.111043	1.850983	2.870097	1.95177	2.668885	3.00073	3.137146	1.435875	3.687043	3.943873405	1.1647	2.535178	3.890202	3.246334	1.62837
B3GALT5-AS1	18.95847	28.86873	20.65256	8.241877	4.056175624	1.084316263	9.979588	2.370676	2.750881	4.304624	0.2313447	0.01784688	0.2112817	0.3752921	0.0169082	0.06931082	0.01352157	0.4013381	0.009415832	0.2032788	0	0.03080319	0	0.04125121	3.59096677	1.775494061	2.424486	0.04789032	0.1856027	0.06814681	0.017099	0.08815009	0.8366793	0.2856277	0.023623296	0.03138068	0.8070426	0.1995229	0.138007899	0.3915222	0.1047546	0.3597273	0.403848	0.022667688	0.01372791	1.034394	0.4296296	0.07056594	0.5526825	0.2151313	0	0.045555618	0.9948235	0.0384444	0.2479741	0.1082447	0.06196029	2.929664	0.1531642	0	0.04060433	2.342218	2.660785	0.02890337	0.1537355	0.1343235	0.06813294	0.4740759	0.08560143	0.009288165	0	0.1369789	0.343513243	0.01699302	2.948838	0.09263001	0.7969394	0.007219289	23.49482	1.442422	0.3238335	0.296781	0.05485284	0	0.05663253	0.03456748	0.2012517	0.05280172	0.3780892	0	1.468332692	0	0.017807205	1.451183	0.08274966	0.2854669	0.1560717	2.243694	1.204071	0.1812223	2.349398	0.3547564	0.1105404	3.123741	0.431115	0.1001869	0	2.351031419	0.425558632	0.7267907	0.03518513	0.5532804	0.7318424	0.07724743	0.1959499	0.02742268	0.2693221	0	0.03879196	0.046190414	0.01920198	1.488769	0.09326305	1.23926	0.118985247	1.587893	2.665645	0.07218931	0.02186197	0.02149853	0.1641423	0.02702761	4.416013	0.8942468	0.03750906	0.01873012	0.0242245	1.528222	0.134829972	0.1428004	0.1014326	0.02789371	0.01690554	1.903024	0.00743065	0.3231948	0	0.01940342	1.726839	0	0.01631768	0.07978344	0.02156325	0.0161124	2.210149002	0.01653815	1.60834	0	2.04667	0.795069	1.424475	0.08100246	0.01584508	1.38114	0	0.228534	0.03205143	0.0225229	3.391825	0.5253984	0.04088241	0	0.07305829	0.007384218	0	0.05759322	0.03177782
AP001318.2	2.789199	1.500738	1.209299	1.569881	1.662042695	2.864231639	1.415931	1.344197	2.040654	2.210483	1.057576	1.606219	2.670601	1.628386	2.231882	0.8317298	3.569693	1.605352	1.544196	2.403992	2.958182	3.080319	1.746625993	0.6600193	3.263061119	1.757189999	0.6190178	1.012538	1.113616	2.362423	1.778296	1.733619	0.9370808	1.664801	0.897685262	4.110869	0.7321624	0.4353227	1.173067141	3.34099	0.6285275	0.6815885	0.9046195	0.453353755	2.059187	1.477705	1.104762	1.806488	1.064426	2.425116	1.077416	1.366668553	1.380571	0.5382216	0.6312068	2.338087	1.487047	1.731516	1.305226	1.842507	1.136921	2.141456	0.7048436	2.928875	2.932801	3.725239	3.50398	1.365339	2.092479	3.455197	4.011808	1.75333	1.050746392	1.903218	3.327739	0.8151441	2.156424	1.039578	2.565987	1.524846	1.840738	1.047462	0.1097057	2.050841	2.139451	1.624671	3.115027	1.267241	1.224289	1.033964	0.35595944	0.2149956	0.427372918	2.005823	1.555694	1.932391	0.5549215	1.346217	2.391761	1.895864	2.008646	1.95116	2.137114	1.955202	1.552014	1.107949	1.037368	0.440818391	1.377999379	2.060774	2.392589	0.6735587	2.605359	2.124304	2.288695	2.376632	2.912668	1.372597	2.730954	3.658280776	1.536159	1.344695	1.951349979	4.413801	1.223848256	1.378636	1.699831	4.812621	0.2623436	0.6019587	0.9848539	2.648706	1.045424	1.584094	0.6751631	1.49841	1.873362	0.852961	2.003188158	2.827447	0.8114607	4.128269	1.352443	2.613107	3.001983	2.177313	2.764696	2.561251	1.637519	0.088000543	1.89285	0.7180509	4.255149	2.449084	0.531765174	2.083807	2.124223	0.9343905	1.584519	0.9206062	0.9083609	3.564108	2.852115	0.2549797	1.254629	1.797801	2.115394	2.072107	1.463692	1.260956	1.537178	1.819175021	1.88328	1.594991	0.3163238	1.459028	0.8897788
EIF3J-DT	1.870695	2.540946	2.798184	2.880608	1.235832804	1.306180556	1.491568	1.532657	2.796451	1.613006	2.646877	1.516985	1.519726	2.374164	1.877937	3.473756	1.563093	1.839284	1.152498	1.535884	2.54311	1.518597	2.804305067	1.386957	1.40190774	2.572330915	2.252766	2.631079	0.799329	1.390195	1.233788	3.77968	1.441319	1.399666	2.141845536	0.539399	1.684713	3.165763	2.645918107	2.05757	1.385088	1.859643	2.050471	1.575656162	1.514341	2.219021	1.623045	2.729804	1.361009	0.9555595	1.441543	1.032594018	1.42659	1.292586	1.646481	2.306335	1.014313	1.448427	2.133348	2.57239	2.285573	1.887654	4.08731	2.351236	1.224103	2.239521	4.155028	1.790954	2.759536	1.445651	3.556276	1.671448	2.000010439	2.400925	2.570303	1.161786	1.464007	1.98001	1.972405	3.300627	2.292211	2.519341	0.9532205	1.685825	1.659263	2.167765	2.300686	1.888346	1.509956	1.998114	1.580064405	1.340139	0.322903983	2.887507	1.644328	2.455503	0.9040597	0.898475	3.06342	1.822136	3.184341	2.630125	1.976626	2.025467	2.328979	1.718761	1.748452	2.05388717	1.684221463	1.550078	2.073577	1.363155	3.212625	2.363771	3.138682	1.588484	1.891683	2.821449	1.875807	5.946861813	2.263274	1.959412	2.520493723	1.63537	2.260341965	2.213477	2.116204	2.266566	0.6276814	1.80301	2.278842	1.347777	1.940643	3.3107	2.848188	1.485923	2.66003	1.087525	1.55717917	3.398649	2.797285	2.016199	1.238988	1.598793	3.587518	1.574394	0.9526991	2.697506	1.838984	0.282579522	3.600042	2.456443	2.845711	3.213886	1.092334294	2.555328	1.49606	2.670972	2.726937	2.987786	1.388232	2.461675	2.514087	1.653591	1.168	1.732457	1.36824	3.159546	2.307504	1.323226	2.712048	1.30840665	0.8402605	1.472905	1.350351	2.001684	1.872773
LINC02320	0.5040432	0.2646275	0.05235746	0.051786	0.365507606	0.056689796	0.2263522	0.1015819	0.1108725	0.2578982	0.5036734	0.6428807	0.421521	2.00931	0.81209	4.737359	0.7493449	0.6927698	1.82634	0.8326603	0.6830751	0.5974732	0.403314152	0.6096214	0.620508686	1.420137218	3.544854	0.5687163	0.9257242	2.769502	0.7107008	0	2.04017	1.31155	1.898293167	0.3912908	2.674284	2.110932	0.478011941	0.867903	10.15935	1.049239	1.074271	0.502483722	0.2282341	1.842575	1.445572	2.815674	0.9075211	0.8670729	0.2487867	0.757387242	1.012622	3.515376	1.290948	0.7598432	0.2289164	1.927729	3.801207	2.774701	0.5625578	1.607075	0.9765344	0.6941054	2.621475	1.736935	1.672151	0	0.5798104	0.411789	0.1950249	0.7211609	1.45576978	0.2354319	0.5021291	1.23202	1.602071	2.160444	0.9381459	4.111038	0.1889091	0.2902439	0.1519931	0.5261785	1.604117	0.1915678	0.3879329	1.170477	1.59643	2.754843	1.232921189	0	0.296054588	1.97898	0.5961621	0.9735476	0.4805144	1.11908	2.905157	0.9270523	2.385346	1.843132	0.2041994	1.439082	3.225386	0.1306401	0.5527824	2.341159935	2.470686111	0.9687031	1.24794	0.7998775	2.108996	2.033445	0.8253031	1.215779	0.939749	0.3355909	1.76283	1.689470343	7.874673	1.197658	2.74328001	1.317111	2.543393898	4.63869	0.4281914	0.7112219	3.513517	0.7148497	0.6822391	0.5991319	0.6492806	2.831875	4.365262	0	0.8949905	0	0.853951441	0.6331026	0.7026553	1.803466	0.09368797	0.8657389	1.770721	1.319756	2.122239	0.5914196	0.5774928	0	2.170323	1.768591	0.8365023	0.6250474	0.092092592	1.787213	0.5045196	2.071301	1.097646	1.62332	3.432273	0.2493908	3.336821	0.3532649	0.7449609	0.3377336	0.7104969	0.4992742	1.598914	0.9705597	0.7250053	1.0663226	0.1349594	0.4910667	0.4382547	0.319173	0.6163776
